Date,Exercise,Category,Weight,Weight Unit,Reps,Distance,Distance Unit,Time,Comment
2025-03-28,Seated Cable Row,Back,90.0,lbs,12,,,,"Machine seated row"
2025-03-28,Seated Cable Row,Back,90.0,lbs,12,,,,"States machine row."
2025-03-28,Lat Pulldown,Back,120.0,lbs,12,,,,""
2025-03-28,Lat Pulldown,Back,120.0,lbs,12,,,,""
2025-03-29,Flat Barbell Bench Press,Chest,135.0,lbs,8,,,,""
2025-03-29,Rear Delt Dumbbell Raise,Shoulders,15.0,lbs,15,,,,""
2025-03-29,Lat Pulldown,Back,140.0,lbs,8,,,,""
2025-03-29,Flat Barbell Bench Press,Chest,205.0,lbs,5,,,,""
2025-03-29,Flat Barbell Bench Press,Chest,255.0,lbs,5,,,,""
2025-03-29,Flat Barbell Bench Press,Chest,275.0,lbs,2,,,,""
2025-03-29,Rear Delt Dumbbell Raise,Shoulders,15.0,lbs,15,,,,""
2025-03-29,Flat Barbell Bench Press,Chest,255.0,lbs,3,,,,""
2025-03-29,Flat Barbell Bench Press,Chest,205.0,lbs,10,,,,""
2025-03-29,Seated Dumbbell Press,Shoulders,50.0,lbs,8,,,,""
2025-03-29,Seated Dumbbell Press,Shoulders,60.0,lbs,7,,,,""
2025-03-29,Leg Extension Machine,Legs,110.0,lbs,15,,,,""
2025-03-29,Lateral Machine Raise,Shoulders,20.0,lbs,12,,,,""
2025-03-29,Lateral Machine Raise,Shoulders,20.0,lbs,12,,,,""
2025-03-29,Lateral Machine Raise,Shoulders,20.0,lbs,12,,,,""
2025-03-31,Barbell Squat,Legs,135.0,lbs,8,,,,""
2025-03-31,Barbell Squat,Legs,135.0,lbs,5,,,,"High bar"
2025-03-31,Barbell Squat,Legs,225.0,lbs,5,,,,""
2025-03-31,Barbell Squat,Legs,275.0,lbs,3,,,,""
2025-03-31,Barbell Squat,Legs,275.0,lbs,3,,,,""
2025-03-31,Barbell Squat,Legs,225.0,lbs,5,,,,""
2025-03-31,Leg Extension Machine,Legs,130.0,lbs,12,,,,""
2025-03-31,Leg Extension Machine,Legs,150.0,lbs,10,,,,""
2025-03-31,Leg Extension Machine,Legs,170.0,lbs,10,,,,""
2025-04-03,Barbell Squat,Legs,135.0,lbs,8,,,,""
2025-04-03,Barbell Squat,Legs,225.0,lbs,6,,,,""
2025-04-03,Barbell Squat,Legs,225.0,lbs,5,,,,""
2025-04-03,Barbell Squat,Legs,225.0,lbs,5,,,,""
2025-04-03,Barbell Squat,Legs,275.0,lbs,3,,,,""
2025-04-03,Leg Extension Machine,Legs,130.0,lbs,12,,,,""
2025-04-03,Leg Extension Machine,Legs,150.0,lbs,10,,,,""
2025-04-03,Leg Extension Machine,Legs,170.0,lbs,10,,,,""
2025-04-06,Flat Barbell Bench Press,Chest,135.0,lbs,8,,,,""
2025-04-06,Flat Barbell Bench Press,Chest,225.0,lbs,5,,,,""
2025-04-06,Seated Dumbbell Lateral Raise,Shoulders,15.0,lbs,12,,,,""
2025-04-06,Flat Barbell Bench Press,Chest,225.0,lbs,5,,,,""
2025-04-06,Flat Barbell Bench Press,Chest,275.0,lbs,1,,,,""
2025-04-06,Flat Barbell Bench Press,Chest,255.0,lbs,3,,,,""
2025-04-06,Flat Barbell Bench Press,Chest,245.0,lbs,3,,,,""
2025-04-06,Flat Barbell Bench Press,Chest,245.0,lbs,3,,,,""
2025-04-06,Flat Barbell Bench Press,Chest,245.0,lbs,3,,,,""
2025-04-06,Incline Hammer Strength Chest Press,Chest,135.0,lbs,12,,,,""
2025-04-06,Incline Hammer Strength Chest Press,Chest,225.0,lbs,8,,,,""
2025-04-06,Incline Hammer Strength Chest Press,Chest,275.0,lbs,5,,,,""
2025-04-06,Hammer Strength Shoulder Press,Shoulders,135.0,lbs,8,,,,""
2025-04-06,Hammer Strength Shoulder Press,Shoulders,135.0,lbs,10,,,,""
2025-04-06,Hammer Strength Shoulder Press,Shoulders,135.0,lbs,12,,,,""
2025-04-07,Deadlift,Back,115.0,lbs,5,,,,""
2025-04-07,Deadlift,Back,205.0,lbs,5,,,,""
2025-04-07,Deadlift,Back,205.0,lbs,5,,,,""
2025-04-07,Deadlift,Back,205.0,lbs,5,,,,""
2025-04-07,Deadlift,Back,255.0,lbs,5,,,,""
2025-04-07,Deadlift,Back,255.0,lbs,5,,,,""
2025-04-12,Flat Barbell Bench Press,Chest,135.0,lbs,8,,,,""
2025-04-12,Flat Barbell Bench Press,Chest,225.0,lbs,7,,,,""
2025-04-12,Flat Barbell Bench Press,Chest,225.0,lbs,7,,,,""
2025-04-12,Flat Barbell Bench Press,Chest,225.0,lbs,6,,,,""
2025-04-12,Decline Hammer Strength Chest Press,Chest,225.0,lbs,12,,,,""
2025-04-12,Decline Hammer Strength Chest Press,Chest,315.0,lbs,12,,,,""
2025-04-12,Decline Hammer Strength Chest Press,Chest,405.0,lbs,8,,,,""
2025-04-12,Incline Hammer Strength Chest Press,Chest,225.0,lbs,6,,,,""
2025-04-12,Incline Hammer Strength Chest Press,Chest,185.0,lbs,8,,,,""
2025-04-12,Incline Hammer Strength Chest Press,Chest,185.0,lbs,10,,,,""
2025-04-12,Barbell Squat,Legs,135.0,lbs,5,,,,""
2025-04-12,Barbell Squat,Legs,225.0,lbs,5,,,,""
2025-04-12,Barbell Squat,Legs,225.0,lbs,5,,,,""
2025-04-12,Barbell Squat,Legs,275.0,lbs,3,,,,""
2025-04-12,Rope Push Down,Triceps,30.0,lbs,20,,,,""
2025-04-12,Dumbbell Overhead Triceps Extension,Triceps,30.0,lbs,10,,,,""
2025-04-12,Dumbbell Overhead Triceps Extension,Triceps,30.0,lbs,10,,,,""
2025-04-12,Rope Push Down,Triceps,30.0,lbs,12,,,,""
2025-04-12,Rope Push Down,Triceps,30.0,lbs,12,,,,"Burn out set"
2025-12-09,Flat Barbell Bench Press,Chest,115.0,lbs,8,,,,""
2025-12-09,Flat Barbell Bench Press,Chest,135.0,lbs,5,,,,""
2025-12-09,Flat Barbell Bench Press,Chest,135.0,lbs,5,,,,""
2025-12-09,Flat Barbell Bench Press,Chest,135.0,lbs,6,,,,""
2025-12-09,Triceps Press Nautilus,Triceps,120.0,lbs,8,,,,""
2025-12-09,Triceps Press Nautilus,Triceps,100.0,lbs,12,,,,""
2025-12-09,Triceps Press Nautilus,Triceps,100.0,lbs,12,,,,""
2025-12-09,Seated Dumbbell Press,Shoulders,30.0,lbs,8,,,,""
2025-12-09,Seated Dumbbell Press,Shoulders,30.0,lbs,8,,,,""
2025-12-09,Seated Dumbbell Press,Shoulders,30.0,lbs,8,,,,""
2025-12-28,Incline Hammer Strength Chest Press,Chest,80.0,lbs,10,,,,""
2025-12-28,Incline Hammer Strength Chest Press,Chest,80.0,lbs,10,,,,""
2025-12-28,Incline Hammer Strength Chest Press,Chest,80.0,lbs,10,,,,""
2025-12-28,Lat Pulldown,Back,100.0,lbs,15,,,,""
2025-12-28,Lat Pulldown,Back,120.0,lbs,12,,,,""
2025-12-28,Lat Pulldown,Back,150.0,lbs,8,,,,""
2025-12-28,Leg Extension Machine,Legs,80.0,lbs,12,,,,""
2025-12-28,Leg Extension Machine,Legs,80.0,lbs,12,,,,""
2025-12-28,Leg Extension Machine,Legs,80.0,lbs,12,,,,""
2025-12-28,V-Bar Push Down,Triceps,40.0,lbs,12,,,,""
2025-12-28,Triceps Press Nautilus,Triceps,120.0,lbs,12,,,,""
2025-12-28,Triceps Press Nautilus,Triceps,150.0,lbs,8,,,,""
2025-12-28,Seated Machine Fly,Chest,60.0,lbs,8,,,,""
2025-12-28,Seated Machine Fly,Chest,60.0,lbs,8,,,,""
2025-12-28,Overhead Press,Shoulders,70.0,lbs,12,,,,""
2025-12-28,Overhead Press,Shoulders,70.0,lbs,12,,,,""
2025-12-28,Overhead Press,Shoulders,70.0,lbs,12,,,,""
2026-03-13,Incline Hammer Strength Chest Press,Chest,70.0,lbs,10,,,,""
2026-03-13,Incline Hammer Strength Chest Press,Chest,80.0,lbs,8,,,,""
2026-03-13,Incline Hammer Strength Chest Press,Chest,80.0,lbs,12,,,,"Amrap"
2026-03-13,Seated Machine Fly,Chest,40.0,lbs,10,,,,""
2026-03-13,Seated Machine Fly,Chest,40.0,lbs,12,,,,""
2026-03-13,Seated Machine Fly,Chest,60.0,lbs,10,,,,""
2026-03-13,Seated Dumbbell Press,Shoulders,25.0,lbs,12,,,,""
2026-03-13,Seated Dumbbell Press,Shoulders,25.0,lbs,12,,,,""
2026-03-13,Seated Dumbbell Press,Shoulders,25.0,lbs,12,,,,""
2026-03-21,Leg Extension Machine,Legs,60.0,lbs,10,,,,""
2026-03-21,Leg Extension Machine,Legs,60.0,lbs,12,,,,""
2026-03-21,Flat Barbell Bench Press,Chest,100.0,lbs,12,,,,"Machine"
2026-03-21,Flat Barbell Bench Press,Chest,120.0,lbs,8,,,,"Machine"
2026-03-21,Flat Barbell Bench Press,Chest,140.0,lbs,8,,,,"Machine"
2026-03-21,Barbell Squat,Legs,95.0,lbs,6,,,,""
2026-03-21,Barbell Squat,Legs,95.0,lbs,5,,,,""
2026-03-21,Flat Barbell Bench Press,Chest,135.0,lbs,8,,,,""
2026-03-21,Flat Barbell Bench Press,Chest,135.0,lbs,8,,,,""
2026-03-23,Hammer Strength Row,Back,70.0,lbs,12,,,,""
2026-03-23,Hammer Strength Row,Back,90.0,lbs,10,,,,""
2026-03-23,Hammer Strength Row,Back,110.0,lbs,8,,,,""
2026-03-23,Lat Pulldown,Back,70.0,lbs,15,,,,""
2026-03-23,Lat Pulldown,Back,100.0,lbs,12,,,,""
2026-03-23,Lat Pulldown,Back,120.0,lbs,8,,,,""
2026-03-23,Lat Pulldown,Back,120.0,lbs,8,,,,""
2026-03-23,Seated Machine Curl,Biceps,70.0,lbs,12,,,,""
2026-03-23,Seated Machine Curl,Biceps,80.0,lbs,10,,,,""
2026-03-23,Seated Machine Curl,Biceps,90.0,lbs,8,,,,""
2026-03-24,Flat Dumbbell Bench Press,Chest,95.0,lbs,12,,,,""
2026-03-24,Flat Dumbbell Bench Press,Chest,135.0,lbs,8,,,,""
2026-03-24,Flat Dumbbell Bench Press,Chest,185.0,lbs,1,,,,""
2026-03-24,Seated Machine Fly,Chest,50.0,lbs,10,,,,""
2026-03-24,Seated Machine Fly,Chest,60.0,lbs,8,,,,""
2026-03-24,Seated Machine Fly,Chest,60.0,lbs,10,,,,""
2026-03-24,Seated Dumbbell Press,Shoulders,50.0,lbs,15,,,,""
2026-03-24,Seated Dumbbell Press,Shoulders,70.0,lbs,12,,,,""
2026-03-24,Seated Dumbbell Press,Shoulders,90.0,lbs,10,,,,""
2026-03-26,Incline Hammer Strength Chest Press,Chest,50.0,lbs,12,,,,""
2026-03-26,Incline Hammer Strength Chest Press,Chest,70.0,lbs,10,,,,"Machine set on position 3 all around"
2026-03-26,Incline Hammer Strength Chest Press,Chest,70.0,lbs,9,,,,""
2026-03-26,Overhead Press,Shoulders,50.0,lbs,15,,,,""
2026-03-26,Overhead Press,Shoulders,60.0,lbs,12,,,,""
2026-03-26,Overhead Press,Shoulders,70.0,lbs,9,,,,""
2026-03-26,Triceps Press Nautilus,Triceps,40.0,lbs,20,,,,""
2026-03-26,Triceps Press Nautilus,Triceps,50.0,lbs,15,,,,""
2026-03-26,Triceps Press Nautilus,Triceps,60.0,lbs,12,,,,""
2026-03-29,Romanian Deadlift,Legs,95.0,lbs,8,,,,""
2026-03-29,Romanian Deadlift,Legs,135.0,lbs,8,,,,""
2026-03-29,Romanian Deadlift,Legs,135.0,lbs,6,,,,""
2026-03-29,Romanian Deadlift,Legs,155.0,lbs,6,,,,""
2026-03-29,Leg Extension Machine,Legs,60.0,lbs,15,,,,""
2026-03-29,Leg Extension Machine,Legs,70.0,lbs,12,,,,""
2026-03-29,Leg Extension Machine,Legs,80.0,lbs,10,,,,""
2026-03-29,Seated Calf Raise Machine,Legs,45.0,lbs,15,,,,""
2026-03-29,Seated Calf Raise Machine,Legs,45.0,lbs,15,,,,""
2026-03-29,Seated Calf Raise Machine,Legs,45.0,lbs,15,,,,""
2026-03-29,Lat Pulldown,Back,100.0,lbs,12,,,,""
2026-03-29,Lat Pulldown,Back,120.0,lbs,10,,,,""
2026-03-29,Lat Pulldown,Back,140.0,lbs,6,,,,""
2026-03-29,Hammer Strength Row,Back,70.0,lbs,12,,,,""
2026-03-29,Hammer Strength Row,Back,80.0,lbs,10,,,,""
2026-03-29,Hammer Strength Row,Back,100.0,lbs,8,,,,""
2026-03-31,Leg Press,Legs,100.0,lbs,15,,,,""
2026-03-31,Leg Press,Legs,160.0,lbs,12,,,,""
2026-03-31,Leg Press,Legs,200.0,lbs,8,,,,""
2026-03-31,Leg Press,Legs,200.0,lbs,10,,,,""
2026-03-31,Flat Barbell Bench Press,Chest,95.0,lbs,8,,,,""
2026-03-31,Flat Barbell Bench Press,Chest,135.0,lbs,8,,,,""
2026-03-31,Flat Barbell Bench Press,Chest,155.0,lbs,5,,,,""
2026-03-31,Flat Barbell Bench Press,Chest,155.0,lbs,4,,,,""
2026-03-31,Flat Barbell Bench Press,Chest,135.0,lbs,8,,,,""
2026-03-31,Incline Hammer Strength Chest Press,Chest,90.0,lbs,8,,,,""
2026-03-31,Incline Hammer Strength Chest Press,Chest,90.0,lbs,8,,,,""
2026-03-31,Incline Hammer Strength Chest Press,Chest,90.0,lbs,6,,,,""
2026-03-31,Lat Pulldown,Back,90.0,lbs,12,,,,"Hammer strengh"
2026-03-31,Lat Pulldown,Back,110.0,lbs,9,,,,""
2026-03-31,Lat Pulldown,Back,110.0,lbs,8,,,,""
2026-03-31,Seated Cable Row,Back,99.0,lbs,10,,,,""
2026-03-31,Seated Cable Row,Back,110.0,lbs,10,,,,""
2026-03-31,Seated Cable Row,Back,121.0,lbs,8,,,,""
2026-03-31,Seated Calf Raise Machine,Legs,45.0,lbs,15,,,,""
2026-03-31,Seated Calf Raise Machine,Legs,55.0,lbs,15,,,,""
2026-03-31,Seated Calf Raise Machine,Legs,70.0,lbs,12,,,,""
2026-03-31,Dumbbell Curl,Biceps,30.0,lbs,8,,,,""
2026-03-31,Dumbbell Hammer Curl,Biceps,35.0,lbs,8,,,,""
2026-03-31,Dumbbell Curl,Biceps,30.0,lbs,8,,,,""
2026-04-02,Leg Press,Legs,140.0,lbs,12,,,,""
2026-04-02,Leg Press,Legs,180.0,lbs,10,,,,""
2026-04-02,Leg Press,Legs,180.0,lbs,12,,,,""
2026-04-02,Leg Press,Legs,220.0,lbs,8,,,,""
2026-04-02,Leg Extension Machine,Legs,60.0,lbs,12,,,,""
2026-04-02,Leg Extension Machine,Legs,60.0,lbs,15,,,,""
2026-04-02,Leg Extension Machine,Legs,60.0,lbs,12,,,,""
2026-04-02,Leg Extension Machine,Legs,60.0,lbs,12,,,,""
2026-04-02,Seated Calf Raise Machine,Legs,45.0,lbs,15,,,,""
2026-04-02,Seated Calf Raise Machine,Legs,45.0,lbs,17,,,,""
2026-04-02,Seated Calf Raise Machine,Legs,45.0,lbs,17,,,,""
2026-04-02,V-Bar Push Down,Triceps,50.0,lbs,12,,,,""
2026-04-02,V-Bar Push Down,Triceps,55.0,lbs,8,,,,""
2026-04-02,V-Bar Push Down,Triceps,55.0,lbs,8,,,,""
2026-04-03,Deadlift,Back,95.0,lbs,8,,,,""
2026-04-03,Deadlift,Back,135.0,lbs,8,,,,""
2026-04-03,Deadlift,Back,185.0,lbs,6,,,,""
2026-04-03,Deadlift,Back,185.0,lbs,5,,,,""
2026-04-03,Deadlift,Back,185.0,lbs,5,,,,""
2026-04-03,Barbell Shrug,Back,135.0,lbs,12,,,,""
2026-04-03,Dumbbell Curl,Biceps,30.0,lbs,10,,,,""
2026-04-03,Dumbbell Curl,Biceps,30.0,lbs,10,,,,""
2026-04-03,Dumbbell Hammer Curl,Biceps,30.0,lbs,8,,,,""
2026-04-05,Barbell Squat,Legs,95.0,lbs,7,,,,""
2026-04-05,Barbell Squat,Legs,95.0,lbs,5,,,,""
2026-04-05,Barbell Squat,Legs,95.0,lbs,5,,,,""
2026-04-05,Flat Barbell Bench Press,Chest,95.0,lbs,8,,,,""
2026-04-05,Flat Barbell Bench Press,Chest,135.0,lbs,8,,,,""
2026-04-05,Flat Barbell Bench Press,Chest,155.0,lbs,6,,,,""
2026-04-05,Flat Barbell Bench Press,Chest,155.0,lbs,5,,,,""
2026-04-05,Incline Hammer Strength Chest Press,Chest,90.0,lbs,8,,,,""
2026-04-05,Incline Hammer Strength Chest Press,Chest,90.0,lbs,7,,,,""
2026-04-05,Incline Hammer Strength Chest Press,Chest,90.0,lbs,5,,,,""
2026-04-05,Seated Machine Fly,Chest,50.0,lbs,10,,,,""
2026-04-05,Seated Machine Fly,Chest,60.0,lbs,10,,,,""
2026-04-05,Seated Machine Fly,Chest,60.0,lbs,10,,,,""
2026-04-09,Deadlift,Back,95.0,lbs,8,,,,""
2026-04-09,Deadlift,Back,135.0,lbs,8,,,,""
2026-04-09,Deadlift,Back,185.0,lbs,5,,,,""
2026-04-09,Deadlift,Back,185.0,lbs,5,,,,""
2026-04-09,Deadlift,Back,185.0,lbs,5,,,,""
2026-04-09,Lat Pulldown,Back,90.0,lbs,12,,,,""
2026-04-09,Lat Pulldown,Back,140.0,lbs,8,,,,""
2026-04-09,Lat Pulldown,Back,140.0,lbs,8,,,,""
2026-04-09,Hammer Strength Row,Back,90.0,lbs,5,,,,""
2026-04-09,Hammer Strength Row,Back,90.0,lbs,5,,,,""
2026-04-09,Hammer Strength Row,Back,90.0,lbs,5,,,,""
2026-04-11,Flat Barbell Bench Press,Chest,95.0,lbs,8,,,,""
2026-04-11,Flat Barbell Bench Press,Chest,135.0,lbs,8,,,,""
2026-04-11,Flat Barbell Bench Press,Chest,155.0,lbs,6,,,,""
2026-04-11,Flat Barbell Bench Press,Chest,155.0,lbs,5,,,,""
2026-04-11,Flat Barbell Bench Press,Chest,155.0,lbs,5,,,,""
2026-04-11,Incline Hammer Strength Chest Press,Chest,70.0,lbs,10,,,,""
2026-04-11,Incline Hammer Strength Chest Press,Chest,80.0,lbs,10,,,,""
2026-04-11,Incline Hammer Strength Chest Press,Chest,90.0,lbs,8,,,,""
2026-04-11,Seated Dumbbell Press,Shoulders,30.0,lbs,10,,,,""
2026-04-11,Seated Dumbbell Press,Shoulders,30.0,lbs,10,,,,""
2026-04-11,Seated Dumbbell Press,Shoulders,30.0,lbs,10,,,,""
2026-04-11,Seated Machine Fly,Chest,50.0,lbs,10,,,,""
2026-04-11,Seated Machine Fly,Chest,60.0,lbs,10,,,,""
2026-04-11,Seated Machine Fly,Chest,70.0,lbs,10,,,,""
2026-04-11,Parallel Bar Triceps Dip,Triceps,1.0,lbs,3,,,,""
2026-04-11,Decline Hammer Strength Chest Press,Chest,90.0,lbs,12,,,,""
2026-04-11,Decline Hammer Strength Chest Press,Chest,90.0,lbs,9,,,,""
2026-04-11,Rope Push Down,Triceps,33.0,lbs,10,,,,""
2026-04-11,Rope Push Down,Triceps,27.0,lbs,12,,,,""
2026-04-11,Rope Push Down,Triceps,22.0,lbs,15,,,,""
2026-04-12,Barbell Squat,Legs,95.0,lbs,6,,,,""
2026-04-12,Barbell Squat,Legs,115.0,lbs,5,,,,""
2026-04-12,Barbell Squat,Legs,135.0,lbs,5,,,,""
2026-04-12,Leg Extension Machine,Legs,50.0,lbs,15,,,,""
2026-04-12,Leg Extension Machine,Legs,60.0,lbs,12,,,,""
2026-04-12,Leg Extension Machine,Legs,70.0,lbs,12,,,,""
2026-04-12,Leg Extension Machine,Legs,80.0,lbs,12,,,,""
2026-04-12,Leg Extension Machine,Legs,90.0,lbs,10,,,,""
2026-04-12,Standing Calf Raise Machine,Legs,50.0,lbs,12,,,,""
2026-04-12,Standing Calf Raise Machine,Legs,50.0,lbs,16,,,,""
2026-04-12,Standing Calf Raise Machine,Legs,50.0,lbs,15,,,,""
2026-04-12,Seated Calf Raise Machine,Legs,45.0,lbs,15,,,,""
2026-04-12,Seated Calf Raise Machine,Legs,70.0,lbs,15,,,,""
2026-04-12,Seated Calf Raise Machine,Legs,70.0,lbs,15,,,,""
2026-04-12,Leg Press,Legs,180.0,lbs,8,,,,""
2026-04-12,Leg Press,Legs,160.0,lbs,12,,,,""
2026-04-12,Leg Press,Legs,160.0,lbs,12,,,,""
2026-04-14,Deadlift,Back,135.0,lbs,8,,,,""
2026-04-14,Deadlift,Back,185.0,lbs,5,,,,""
2026-04-14,Deadlift,Back,185.0,lbs,5,,,,""
2026-04-14,Deadlift,Back,185.0,lbs,5,,,,""
2026-04-14,Deadlift,Back,185.0,lbs,5,,,,""
2026-04-14,Deadlift,Back,185.0,lbs,5,,,,""
2026-04-14,Seated Cable Row,Back,121.0,lbs,10,,,,""
2026-04-14,Seated Cable Row,Back,121.0,lbs,10,,,,""
2026-04-14,Seated Cable Row,Back,121.0,lbs,10,,,,""
2026-04-14,Lat Pulldown,Back,90.0,lbs,12,,,,""
2026-04-14,Lat Pulldown,Back,140.0,lbs,8,,,,""
2026-04-14,Lat Pulldown,Back,140.0,lbs,8,,,,""
2026-04-14,Lat Pulldown,Back,140.0,lbs,8,,,,""
2026-04-14,Dumbbell Curl,Biceps,30.0,lbs,10,,,,""
2026-04-14,Dumbbell Curl,Biceps,30.0,lbs,7,,,,""
2026-04-14,Dumbbell Hammer Curl,Biceps,30.0,lbs,6,,,,""
2026-04-14,Dumbbell Hammer Curl,Biceps,30.0,lbs,6,,,,""
2026-04-14,Seated Machine Curl,Biceps,60.0,lbs,15,,,,""
2026-04-14,Seated Machine Curl,Biceps,60.0,lbs,10,,,,""
2026-04-14,Seated Machine Curl,Biceps,60.0,lbs,15,,,,""
2026-04-15,Flat Barbell Bench Press,Chest,95.0,lbs,8,,,,""
2026-04-15,Flat Barbell Bench Press,Chest,135.0,lbs,8,,,,""
2026-04-15,Flat Barbell Bench Press,Chest,165.0,lbs,5,,,,""
2026-04-15,Flat Barbell Bench Press,Chest,165.0,lbs,5,,,,""
2026-04-15,Flat Barbell Bench Press,Chest,165.0,lbs,5,,,,""
2026-04-15,Incline Hammer Strength Chest Press,Chest,90.0,lbs,12,,,,"Reg bench"
2026-04-15,Incline Hammer Strength Chest Press,Chest,90.0,lbs,10,,,,"Reg flat Hammer strength bench"
2026-04-15,Incline Hammer Strength Chest Press,Chest,90.0,lbs,10,,,,"Flat"
2026-04-15,Rope Push Down,Triceps,33.0,lbs,12,,,,""
2026-04-15,Rope Push Down,Triceps,33.0,lbs,10,,,,""
2026-04-15,Rope Push Down,Triceps,33.0,lbs,10,,,,""
2026-04-15,Incline Hammer Strength Chest Press,Chest,90.0,lbs,8,,,,""
2026-04-15,Incline Hammer Strength Chest Press,Chest,90.0,lbs,6,,,,""
2026-04-15,Incline Hammer Strength Chest Press,Chest,90.0,lbs,6,,,,""
2026-04-16,Leg Press,Legs,140.0,lbs,15,,,,""
2026-04-16,Leg Press,Legs,160.0,lbs,15,,,,""
2026-04-16,Leg Press,Legs,180.0,lbs,15,,,,""
2026-04-16,Leg Press,Legs,200.0,lbs,15,,,,""
2026-04-16,Leg Press,Legs,220.0,lbs,15,,,,""
2026-04-16,Seated Calf Raise Machine,Legs,80.0,lbs,15,,,,""
2026-04-16,Seated Calf Raise Machine,Legs,80.0,lbs,15,,,,""
2026-04-16,Seated Calf Raise Machine,Legs,80.0,lbs,15,,,,""
2026-04-16,Leg Extension Machine,Legs,50.0,lbs,15,,,,""
2026-04-16,Leg Extension Machine,Legs,60.0,lbs,12,,,,""
2026-04-16,Leg Extension Machine,Legs,70.0,lbs,12,,,,""
2026-04-16,Leg Extension Machine,Legs,80.0,lbs,12,,,,""
2026-04-16,Leg Extension Machine,Legs,90.0,lbs,12,,,,"Amrap"
2026-04-16,EZ-Bar Curl,Biceps,80.0,lbs,12,,,,""
2026-04-16,EZ-Bar Curl,Biceps,90.0,lbs,12,,,,""
2026-04-16,EZ-Bar Curl,Biceps,100.0,lbs,10,,,,""
2026-04-19,Deadlift,Back,135.0,lbs,8,,,,""
2026-04-19,Deadlift,Back,185.0,lbs,6,,,,""
2026-04-19,Deadlift,Back,185.0,lbs,6,,,,""
2026-04-19,Deadlift,Back,185.0,lbs,6,,,,""
2026-04-19,Seated Cable Row,Back,110.0,lbs,12,,,,""
2026-04-19,Seated Cable Row,Back,121.0,lbs,12,,,,""
2026-04-19,Seated Cable Row,Back,143.0,lbs,8,,,,""
2026-04-19,Lat Pulldown,Back,120.0,lbs,10,,,,""
2026-04-19,Lat Pulldown,Back,140.0,lbs,8,,,,""
2026-04-19,Lat Pulldown,Back,140.0,lbs,9,,,,"Amrap"
2026-04-19,Dumbbell Curl,Biceps,30.0,lbs,8,,,,""
2026-04-19,Dumbbell Hammer Curl,Biceps,30.0,lbs,10,,,,""
2026-04-19,Rear Delt Machine Fly,Shoulders,30.0,lbs,15,,,,""
2026-04-19,Rear Delt Machine Fly,Shoulders,30.0,lbs,15,,,,""
2026-04-19,Rear Delt Machine Fly,Shoulders,40.0,lbs,10,,,,""
2026-04-19,Seated Machine Curl,Biceps,70.0,lbs,15,,,,""
2026-04-19,Seated Machine Curl,Biceps,80.0,lbs,12,,,,""
2026-04-19,Seated Machine Curl,Biceps,90.0,lbs,14,,,,""
2026-04-20,Flat Barbell Bench Press,Chest,95.0,lbs,8,,,,""
2026-04-20,Flat Barbell Bench Press,Chest,135.0,lbs,8,,,,""
2026-04-20,Flat Barbell Bench Press,Chest,155.0,lbs,6,,,,""
2026-04-20,Flat Barbell Bench Press,Chest,155.0,lbs,6,,,,""
2026-04-20,Flat Barbell Bench Press,Chest,155.0,lbs,6,,,,""
2026-04-20,Incline Hammer Strength Chest Press,Chest,90.0,lbs,8,,,,""
2026-04-20,Incline Hammer Strength Chest Press,Chest,90.0,lbs,12,,,,""
2026-04-20,Incline Hammer Strength Chest Press,Chest,90.0,lbs,12,,,,""
2026-04-20,Overhead Press,Shoulders,60.0,lbs,15,,,,""
2026-04-20,Overhead Press,Shoulders,70.0,lbs,10,,,,""
2026-04-20,Overhead Press,Shoulders,80.0,lbs,7,,,,""
2026-04-22,Barbell Squat,Legs,95.0,lbs,8,,,,""
2026-04-22,Barbell Squat,Legs,95.0,lbs,8,,,,""
2026-04-22,Barbell Squat,Legs,95.0,lbs,8,,,,""
2026-04-22,Seated Calf Raise Machine,Legs,45.0,lbs,25,,,,""
2026-04-22,Seated Calf Raise Machine,Legs,90.0,lbs,12,,,,""
2026-04-22,Seated Calf Raise Machine,Legs,90.0,lbs,13,,,,""
2026-04-22,Standing Calf Raise Machine,Legs,60.0,lbs,15,,,,""
2026-04-22,Standing Calf Raise Machine,Legs,70.0,lbs,12,,,,""
2026-04-22,Leg Extension Machine,Legs,70.0,lbs,12,,,,""
2026-04-22,Leg Extension Machine,Legs,80.0,lbs,12,,,,""
2026-04-22,Leg Extension Machine,Legs,90.0,lbs,12,,,,""
2026-04-23,Seated Cable Row,Back,121.0,lbs,10,,,,""
2026-04-23,Seated Cable Row,Back,121.0,lbs,10,,,,""
2026-04-23,Seated Cable Row,Back,121.0,lbs,10,,,,""
2026-04-23,Lat Pulldown,Back,90.0,lbs,12,,,,"Hammer strength"
2026-04-23,Lat Pulldown,Back,140.0,lbs,8,,,,"Hammer motherfuckin strength 💪"
2026-04-23,Lat Pulldown,Back,140.0,lbs,8,,,,""
2026-04-23,Lat Pulldown,Back,140.0,lbs,8,,,,""
2026-04-23,Rear Delt Machine Fly,Shoulders,40.0,lbs,10,,,,""
2026-04-23,Rear Delt Machine Fly,Shoulders,40.0,lbs,10,,,,""
2026-04-23,Rear Delt Machine Fly,Shoulders,40.0,lbs,10,,,,""
2026-04-23,Seated Machine Curl,Biceps,70.0,lbs,15,,,,""
